Gene	Age	dnds	Degree	cai	GC_content	essentiality	marginal_essentiality	phylogenetic_capacitance
YKL056C	Eukaryota	0.11635	16	0.731	0.433	0	0.040131746	6
YKL057C	SCER_S28	0.0935	23	0.157	0.341	0	0.108274786	4
YKL058W	Eukaryota	0.00933333333333	14	0.101	0.415	1	0.088182439	4
YKL059C	Eukaryota	0.05035	22	0.149	0.426	1	0.08389025	5
YKL060C	pre_Eukaryota	0.22425	23	0.869	0.453	1	0.036349667	5
YKL061W	SCER_S28	0.162833333333	11	0.135	0.348	0	0.023554474	4
YKL062W	Eukaryota	0.13415	12	0.16	0.394	0	0.049710225	5
YKL063C	SCER_S28	0.0943666666667	3	0.163	0.359	0	0.006321998	4
YKL064W	N/A	0.0283	16	0.148	0.395	0	0.055588387	5
YKL065C	N/A	0.0692	57	0.154	0.383	0	0.041191747	4
YKL067W	pre_Eukaryota	0.0329333333333	22	0.229	0.397	0	0.064769223	4
YKL068W	Eukaryota	0.121633333333	43	0.107	0.407	0	0.03948547	4
YKL069W	SCER_S28	0.130466666667	4	0.182	0.404	0	0.019090329	4
YKL071W	N/A	0.2128	3	0.137	0.393	0	0.045478246	4
YKL072W	SCER_S28	0.05035	1	0.132	0.367	0	0.024536781	3
YKL073W	pre_Eukaryota	0.0901666666667	13	0.147	0.376	0	0.007802802	4
YKL074C	SCER_S28	0.2113	20	0.134	0.39	0	0.115351182	3
YKL075C	SCER_S28	0.10685	5	0.17	0.379	0	0.14715141	5
YKL077W	SCER_S28	0.0966666666667	3	0.215	0.376	0	0.027786186	4
YKL078W	pre_Eukaryota	0.0893666666667	9	0.137	0.395	1	0.077191471	5
YKL079W	Eukaryota	0.0895	15	0.122	0.372	0	0.040988547	3
YKL080W	Eukaryota	0.0331	24	0.236	0.385	0	0.289888425	5
YKL081W	pre_Eukaryota	0.0986333333333	45	0.553	0.426	0	0.017233764	6
YKL082C	Eukaryota	0.0649	23	0.17	0.382	1	0.107333544	4
YKL084W	N/A	0.1078	1	0.168	0.414	0	0.036675889	2
YKL085W	pre_Eukaryota	0.02435	27	0.313	0.453	0	0.130344099	4
YKL086W	Eukaryota	0.0488	3	0.061	0.596	0	0.016096066	3
YKL087C	Eukaryota	0.13305	1	0.143	0.442	0	0.249547533	3
YKL088W	pre_Eukaryota	0.0994	22	0.124	0.41	1	0.050967269	3
YKL089W	N/A	0.0765	26	0.142	0.388	1	0.068585407	3
YKL090W	SCER_S28	0.199433333333	6	0.119	0.373	0	0.002309337	4
YKL091C	N/A	0.0526666666667	2	0.198	0.391	0	0.026280933	4
YKL092C	Eukaryota	0.112	6	0.135	0.345	0	0.002743373	3
YKL093W	SCER_S28	0.1837	18	0.11	0.424	0	0.017131049	4
YKL094W	N/A	0.0659333333333	9	0.147	0.427	0	0.033572878	4
YKL095W	Eukaryota	0.0172	33	0.122	0.402	1	0.078090033	3
YKL096W	N/A	0.1786	1	0.28	0.462	0	0.058619579	4
YKL098W	SCER_S28	0.0913	1	0.097	0.44	0	0.079256263	4
YKL099C	Eukaryota	0.042	7	0.161	0.387	1	0.06993656	3
YKL100C	N/A	0.07655	2	0.178	0.368	0	0.014979554	4
YKL101W	pre_Eukaryota	0.1271	88	0.129	0.385	0	0.203953086	5
YKL103C	pre_Eukaryota	0.0838	38	0.19	0.44	0	0.021950088	4
YKL104C	pre_Eukaryota	0.0650666666667	62	0.272	0.389	1	0.066306538	5
YKL105C	SCER_S28	0.27375	2	0.119	0.408	0	0.024751426	3
YKL106W	pre_Eukaryota	0.06805	0	0.14	0.387	0	0.099785306	4
YKL107W	pre_Eukaryota	0.0477	1	0.122	0.422	0	0.028288608	4
YKL108W	Fungi	0.1813	27	0.132	0.405	1	0.076042316	4
YKL109W	SCER_S28	0.1143	17	0.206	0.382	0	0.275263497	3
YKL110C	Eukaryota	0.02875	11	0.141	0.398	0	0.296368352	5
YKL112W	SCER_S28	0.1137	11	0.178	0.396	1	0.083468465	4
YKL113C	pre_Eukaryota	0.0243333333333	7	0.16	0.401	0	0.285997879	4
YKL114C	pre_Eukaryota	0.0493	10	0.143	0.386	0	0.109321755	5
YKL116C	pre_Eukaryota	0.1387	39	0.117	0.396	0	0.009379261	4
YKL117W	pre_Eukaryota	0.0345	28	0.28	0.409	0	0.049512079	5
YKL119C	Fungi	0.211833333333	8	0.134	0.364	0	0.386845426	4
YKL120W	Eukaryota	0.0328	7	0.187	0.392	0	0.023993092	4
YKL121W	N/A	0.08945	9	0.136	0.381	0	0.21273366	4
YKL122C	SCER_S28	0.2183	10	0.152	0.363	1	0.097434919	4
YKL124W	Eukaryota	0.0714	5	0.14	0.387	0	0.046457695	4
YKL125W	Eukaryota	0.1153	10	0.142	0.379	1	0.078308795	3
YKL126W	pre_Eukaryota	0.02225	21	0.171	0.381	0	0.086366274	6
YKL127W	pre_Eukaryota	0.0657	8	0.2	0.41	0	0.031589389	6
YKL128C	N/A	0.13055	3	0.139	0.437	0	0.027807023	4
YKL129C	pre_Eukaryota	0.0453	44	0.147	0.392	0	0.052009863	4
YKL130C	SCER_S28	0.100033333333	67	0.164	0.378	0	0.024047576	4
YKL132C	N/A	0.140566666667	3	0.109	0.401	0	0.01686388	4
YKL133C	SCER_S28	0.257	2	0.134	0.364	0	0.021048432	4
YKL134C	pre_Eukaryota	0.06135	2	0.135	0.375	0	0.321485284	3
YKL135C	Eukaryota	0.0563	32	0.149	0.37	0	0.012054141	5
YKL137W	SCER_S28	0.0780666666667	2	0.132	0.359	0	0.103585931	4
YKL138C	Fungi	0.064	2	0.233	0.379	0	0.350868663	4
YKL139W	Eukaryota	0.07285	37	0.12	0.362	0	0.229393837	4
YKL140W	Eukaryota	0.05815	15	0.171	0.375	0	0.033456631	4
YKL141W	Eukaryota	0.0618666666667	3	0.2	0.419	1	0.117446709	4
YKL142W	SCER_S28	0.0522333333333	28	0.202	0.39	0	0.046385831	4
YKL143W	Eukaryota	0.0875	11	0.178	0.389	0	0.308683854	4
YKL144C	pre_Eukaryota	0.0405	20	0.149	0.387	1	0.083295785	4
YKL145W	pre_Eukaryota	0.0058	80	0.232	0.415	1	0.069580073	5
YKL146W	Eukaryota	0.0764	17	0.101	0.453	0	0.04050365	3
YKL148C	pre_Eukaryota	0.02365	5	0.245	0.458	0	0.164833448	5
YKL149C	Eukaryota	0.0978	2	0.14	0.381	0	0.024967955	4
YKL150W	pre_Eukaryota	0.0436	7	0.26	0.415	0	0.067793122	3
YKL151C	N/A	0.0504	6	0.134	0.433	0	0.028217822	4
YKL152C	pre_Eukaryota	0.1167	30	0.811	0.448	1	0.057531214	5
YKL154W	pre_Eukaryota	0.1223	35	0.141	0.376	1	0.098139581	4
YKL155C	Eukaryota	0.0937	33	0.131	0.378	0	0.318770243	4
YKL157W	pre_Eukaryota	0.05045	15	0.216	0.394	0	0.020814667	5
YKL159C	N/A	0.20405	9	0.146	0.387	0	0.074463496	3
YKL160W	Eukaryota	0.0440333333333	15	0.13	0.405	0	0.038552662	4
YKL161C	Eukaryota	0.1521	16	0.131	0.377	0	0.052937504	3
YKL162C	N/A	0.1301	0	0.109	0.363	0	0.022555759	3
YKL163W	SCER_S28	0.0364	1	0.378	0.461	0	0.039178448	6
YKL164C	SCER_S28	0.032	3	0.519	0.457	0	0.057131378	6
YKL165C	N/A	0.0411	6	0.159	0.361	1	0.085790991	4
YKL166C	pre_Eukaryota	0.0579666666667	96	0.158	0.397	0	0.064717784	5
YKL167C	SCER_S28	0.0993666666667	24	0.148	0.365	0	0.169159558	4
YKL168C	pre_Eukaryota	0.1178	18	0.12	0.401	0	0.162623004	4
YKL170W	pre_Eukaryota	0.0119666666667	3	0.132	0.408	0	0.377489344	4
YKL171W	pre_Eukaryota	0.1111	63	0.12	0.406	0	0.045533861	3
YKL172W	Eukaryota	0.09335	72	0.277	0.396	1	0.086185943	4
YKL173W	pre_Eukaryota	0.0973	70	0.118	0.382	1	0.100468476	4
YKL174C	pre_Eukaryota	0.0465	6	0.119	0.383	0	0.029476084	4
YKL175W	pre_Eukaryota	0.08155	3	0.142	0.423	0	0.041049947	4
YKL176C	SCER_S28	0.07215	1	0.117	0.394	0	0.050104356	4
YKL178C	Fungi	0.0849	7	0.132	0.379	0	0.071427243	4
YKL179C	Eukaryota	0.0713	4	0.126	0.369	0	0.038152033	4
YKL180W	pre_Eukaryota	0.1172	104	0.809	0.438	1	0.04349028	5
YKL181W	pre_Eukaryota	0.0229	16	0.255	0.418	0	0.087333713	4
YKL182W	pre_Eukaryota	0.0315	21	0.364	0.4	1	0.047169672	4
YKL183W	SCER_S28	0.1174	2	0.119	0.483	0	0.021325813	4
YKL184W	N/A	0.0736	4	0.175	0.398	0	0.043909685	3
YKL185W	N/A	0.1134	23	0.118	0.402	0	0.01975342	4
YKL186C	SCER_S28	0.0473333333333	17	0.112	0.424	1	0.158179059	4
YKL187C	N/A	0.0983	1	0.122	0.434	0	0.048970855	4
YKL188C	pre_Eukaryota	0.0573	4	0.121	0.368	0	0.048407505	4
YKL189W	Eukaryota	0.0216	10	0.154	0.361	1	0.07737281	4
YKL190W	pre_Eukaryota	0.0123	10	0.152	0.411	0	0.03320055	5
YKL191W	pre_Eukaryota	0.112033333333	14	0.127	0.458	0	0.010064786	4
YKL192C	pre_Eukaryota	0.0523	6	0.21	0.451	1	0.03402833	4
YKL193C	Eukaryota	0.0685666666667	27	0.182	0.358	1	0.07855771	4
YKL194C	pre_Eukaryota	0.0339	2	0.169	0.391	0	0.245843768	3
YKL195W	Eukaryota	0.18685	22	0.183	0.414	1	0.177521678	4
YKL196C	Eukaryota	0.0111	39	0.181	0.392	1	0.078688188	4
YKL198C	N/A	0.0283	13	0.121	0.519	0	0.011864555	3
YKL201C	SCER_S28	0.0973	3	0.194	0.382	0	0.156670485	3
YKL203C	Eukaryota	0.0195	31	0.152	0.384	1	0.083782099	4
YKL204W	SCER_S28	0.2604	15	0.142	0.409	0	0.230535133	4
YKL205W	Eukaryota	0.059	13	0.154	0.337	0	0.036049755	4
YKL206C	SCER_S28	0.133233333333	11	0.096	0.411	0	0.078298924	4
YKL207W	N/A	0.0280333333333	10	0.123	0.435	0	0.024651274	4
YKL208W	SCER_S28	0.153433333333	0	0.112	0.424	0	0.217759931	2
YKL209C	pre_Eukaryota	0.092	6	0.127	0.378	0	0.042557511	4
YKL210W	pre_Eukaryota	0.024	35	0.212	0.406	1	0.069532422	4
YKL211C	pre_Eukaryota	0.0727	19	0.184	0.433	0	0.038189426	4
YKL212W	Eukaryota	0.0593	27	0.206	0.41	0	0.436592497	4
YKL213C	pre_Eukaryota	0.0671	20	0.126	0.398	0	0.238845378	3
YKL214C	SCER_S28	0.1332	17	0.147	0.415	0	0.039325796	4
YKL215C	pre_Eukaryota	0.0809	7	0.138	0.402	0	0.073226197	4
YKL216W	pre_Eukaryota	0.0293	7	0.225	0.387	0	0.144027357	6
YKL217W	N/A	0.0334	2	0.173	0.421	0	0.013756871	4
YKL218C	pre_Eukaryota	0.0518	4	0.097	0.437	0	0.032151588	3
YKL221W	pre_Eukaryota	0.09845	3	0.104	0.394	0	0.075022975	4
YKL222C	Fungi	0.131766666667	1	0.132	0.359	0	0.037564899	4
YKR001C	Eukaryota	0.02035	49	0.249	0.384	0	0.224276853	6
YKR002W	Eukaryota	0.0219666666667	30	0.158	0.391	1	0.078892	5
YKR003W	N/A	0.0566	12	0.152	0.381	0	0.04070272	5
YKR004C	N/A	0.1333	1	0.125	0.327	1	0.102600648	3
YKR005C	SCER_S28	0.25705	0	0.149	0.387	0	0.020432464	4
YKR006C	SCER_S28	0.188666666667	28	0.18	0.398	0	0.182962406	4
YKR007W	SCER_S28	0.122433333333	18	0.097	0.457	0	0.372209351	4
YKR008W	Eukaryota	0.10185	34	0.166	0.347	1	0.075605066	4
YKR009C	N/A	0.04745	19	0.145	0.41	0	0.032094349	4
YKR010C	SCER_S28	0.2135	21	0.13	0.369	0	0.029149337	2
YKR011C	SCER_S28	0.1358	4	0.186	0.358	0	0.035777329	4
YKR013W	N/A	0.1419	2	0.231	0.478	0	0.018879987	4
YKR014C	Eukaryota	0.0481333333333	18	0.213	0.38	0	0.01469035	4
YKR015C	N/A	0.3146	2	0.142	0.366	0	0.022640765	4
YKR016W	Eukaryota	0.114933333333	2	0.159	0.375	0	0.152464684	4
YKR017C	Eukaryota	0.064	2	0.162	0.371	0	0.024552351	3
YKR018C	Eukaryota	0.03085	7	0.167	0.404	0	0.043890349	5
YKR019C	pre_Eukaryota	0.150966666667	1	0.112	0.431	0	0.078874105	4
YKR020W	SCER_S28	0.2253	6	0.157	0.396	0	0.204943655	3
YKR021W	Eukaryota	0.07015	10	0.129	0.394	0	0.145130175	3
YKR022C	Fungi	0.241433333333	30	0.127	0.38	1	0.082044057	3
YKR023W	Eukaryota	0.1331	5	0.146	0.377	0	0.211827295	3
YKR024C	pre_Eukaryota	0.0393	26	0.161	0.396	0	0.267201117	3
YKR025W	Eukaryota	0.1475	23	0.143	0.43	1	0.054240322	4
YKR026C	pre_Eukaryota	0.0044	42	0.14	0.399	0	0.045049729	5
YKR027W	N/A	0.0944	12	0.12	0.374	0	0.046336181	4
YKR028W	Eukaryota	0.104	11	0.145	0.373	0	0.035808467	3
YKR029C	Eukaryota	0.192	14	0.12	0.364	0	0.1347552	3
YKR030W	Eukaryota	0.07925	8	0.116	0.348	0	0.009180062	3
YKR034W	Eukaryota	0.0638666666667	25	0.121	0.436	0	0.145048213	4
YKR036C	pre_Eukaryota	0.1636	21	0.118	0.396	0	0.021453549	4
YKR037C	SCER_S28	0.0642666666667	23	0.155	0.403	1	0.078384982	4
YKR038C	pre_Eukaryota	0.0354	8	0.119	0.442	1	0.062932803	4
YKR039W	N/A	0.13445	12	0.28	0.429	0	0.015895634	3
YKR041W	N/A	0.304466666667	5	0.134	0.48	0	0.049973455	2
YKR043C	pre_Eukaryota	0.02645	3	0.193	0.472	0	0.039998196	4
YKR044W	Eukaryota	0.14495	2	0.099	0.424	0	0.022117758	4
YKR045C	N/A	0.1441	3	0.08	0.479	0	0.014010198	4
YKR046C	SCER_S28	0.0719	6	0.217	0.482	0	0.035640404	4
YKR048C	Eukaryota	0.0420333333333	101	0.153	0.512	0	0.05446862	4
YKR049C	N/A	0.02755	2	0.094	0.509	0	0.010985012	3
YKR050W	pre_Eukaryota	0.0946	3	0.129	0.451	0	0.038319881	3
YKR051W	Eukaryota	0.05575	3	0.118	0.375	0	0.020792808	4
YKR052C	Eukaryota	0.02435	3	0.119	0.423	0	0.007595544	5
YKR055W	Eukaryota	0.114066666667	9	0.11	0.405	0	0.142172284	4
YKR056W	N/A	0.0694	2	0.18	0.383	0	0.025486358	5
YKR058W	N/A	0.2497	5	0.162	0.393	0	0.032165846	4
YKR059W	N/A	0.0213666666667	28	0.753	0.405	0	0.22056387	5
YKR060W	pre_Eukaryota	0.106366666667	30	0.155	0.367	0	0.019222961	4
YKR061W	N/A	0.10175	1	0.138	0.385	0	0.031516754	4
YKR062W	Eukaryota	0.0264	15	0.209	0.4	1	0.069668047	5
YKR063C	Eukaryota	0.1301	4	0.118	0.376	1	0.087396888	3
YKR064W	Fungi	0.135	5	0.138	0.35	0	0.173117922	3
YKR065C	Fungi	0.0914	5	0.175	0.415	0	0.010336974	4
YKR066C	pre_Eukaryota	0.0586666666667	7	0.178	0.482	0	0.006522235	4
YKR067W	Fungi	0.04515	7	0.171	0.403	0	0.022455478	4
YKR068C	Eukaryota	0.0230666666667	22	0.125	0.387	1	0.068820735	4
YKR069W	pre_Eukaryota	0.06675	3	0.116	0.412	0	0.032941068	4
YKR070W	pre_Eukaryota	0.0459	4	0.16	0.405	0	0.013267013	4
YKR071C	Eukaryota	0.1098	15	0.207	0.376	1	0.067935444	5
YKR072C	pre_Eukaryota	0.11985	16	0.155	0.436	0	0.217378053	5
YKR074W	Fungi	0.0854	2	0.183	0.366	0	0.083187336	4
YKR075C	N/A	0.142833333333	2	0.155	0.402	0	0.007576405	4
YKR076W	N/A	0.0662	3	0.2	0.416	0	0.012935974	4
YKR077W	SCER_S28	0.1325	5	0.115	0.408	0	0.157911383	4
YKR078W	N/A	0.180766666667	6	0.133	0.356	0	0.007023769	4
YKR079C	pre_Eukaryota	0.0810666666667	9	0.159	0.363	1	0.087012515	4
YKR080W	pre_Eukaryota	0.0302	4	0.194	0.397	0	0.033396909	4
YKR081C	Eukaryota	0.05515	94	0.221	0.382	1	0.055840729	5
YKR082W	Eukaryota	0.0841	27	0.14	0.354	0	0.197884102	3
YKR083C	SCER_S28	0.1499	22	0.102	0.363	1	0.068269987	4
YKR084C	pre_Eukaryota	0.0651	5	0.149	0.396	0	0.028525624	3
YKR085C	SCER_S28	0.153033333333	26	0.128	0.446	0	0.300912209	4
YKR087C	pre_Eukaryota	0.0371	1	0.124	0.382	0	0.013303693	3
YKR088C	pre_Eukaryota	0.0686	16	0.146	0.373	0	0.032557009	3
YKR089C	Eukaryota	0.0618	4	0.122	0.398	0	0.064041146	4
YKR090W	Eukaryota	0.2816	12	0.134	0.415	0	0.114044039	3
YKR091W	SCER_S28	0.1614	5	0.112	0.445	0	0.100227117	4
YKR092C	Eukaryota	0.40155	34	0.218	0.45	0	0.141937508	3
YKR093W	pre_Eukaryota	0.02465	1	0.265	0.414	0	0.026953693	3
YKR094C	N/A	0.0724	18	0.742	0.404	0	0.031450507	6
YKR095W	SCER_S28	0.0932	16	0.165	0.349	0	0.017737144	4
YKR096W	SCER_S28	0.0957	8	0.132	0.374	0	0.018302702	5
YKR097W	N/A	0.0085	15	0.311	0.415	0	0.102529694	5
YKR098C	N/A	0.0917	3	0.133	0.362	0	0.021561421	4
YKR099W	Eukaryota	0.0660666666667	8	0.115	0.4	0	0.058168438	5
YKR100C	SCER_S28	0.0762	7	0.114	0.395	0	0.023203493	4
YKR101W	SCER_S28	0.2377	13	0.103	0.364	0	0.073627718	2
YKR102W	N/A	0.5632	0	0.162	0.441	0	0.038675212	3
YKR105C	pre_Eukaryota	0.0855	4	0.119	0.402	0	0.036792091	3
YLL001W	Eukaryota	0.03205	22	0.171	0.379	0	0.151987118	5
YLL002W	N/A	0.13435	12	0.111	0.391	0	0.215200014	4
YLL003W	N/A	0.1493	6	0.114	0.366	1	0.091390867	3
YLL004W	SCER_S28	0.0691	24	0.134	0.354	1	0.087384888	3
YLL005C	N/A	0.1298	10	0.122	0.332	0	0.075862661	3
YLL006W	Fungi	0.0648	11	0.12	0.383	0	0.218214041	4
YLL007C	N/A	0.2898	2	0.124	0.359	0	0.03477317	4
YLL008W	pre_Eukaryota	0.0893	68	0.227	0.41	1	0.048036157	5
YLL009C	Eukaryota	0.0349	6	0.254	0.42	0	0.318843964	3
YLL010C	Eukaryota	0.0807	6	0.119	0.422	0	0.170798198	3
YLL012W	Eukaryota	0.0574	4	0.144	0.416	0	0.032844831	4
YLL013C	Eukaryota	0.0748	25	0.178	0.409	0	0.044834599	3
YLL014W	SCER_S28	0.114933333333	5	0.122	0.389	0	0.015552937	3
YLL015W	pre_Eukaryota	0.0549	5	0.142	0.369	0	0.020004245	3
YLL018C	pre_Eukaryota	0.01525	33	0.35	0.443	1	0.282730614	5
YLL019C	Eukaryota	0.0426	36	0.136	0.42	0	0.053151469	3
YLL021W	Eukaryota	0.2199	30	0.145	0.402	0	0.014326617	4
YLL022C	SCER_S28	0.2384	28	0.137	0.466	0	NaN	2
YLL023C	Eukaryota	0.0820333333333	27	0.2	0.435	0	0.04382745	4
YLL024C	pre_Eukaryota	0.0338	102	0.802	0.437	0	0.006584874	6
YLL026W	pre_Eukaryota	0.01215	40	0.305	0.402	0	0.033865705	5
YLL027W	pre_Eukaryota	0.11495	12	0.113	0.457	0	0.488007479	4
YLL028W	pre_Eukaryota	0.0407333333333	69	0.196	0.448	0	0.021863461	5
YLL029W	pre_Eukaryota	0.0542333333333	12	0.142	0.427	0	0.036420713	4
YLL031C	Eukaryota	0.05845	2	0.165	0.374	1	0.05520071	3
YLL032C	Eukaryota	0.1242	5	0.147	0.345	0	0.045084431	3
YLL033W	SCER_S28	0.15355	3	0.109	0.359	0	0.544727501	3
YLL034C	pre_Eukaryota	0.0241	56	0.173	0.391	1	0.090688238	5
YLL035W	N/A	0.0851	2	0.123	0.39	1	0.066339374	4
YLL036C	pre_Eukaryota	0.1772	120	0.117	0.408	1	0.069939518	3
YLL038C	Eukaryota	0.041	3	0.083	0.466	0	0.023402154	3
YLL039C	pre_Eukaryota	0.0066	1219	0.317	0.415	0	0.089393994	6
YLL040C	Eukaryota	0.0432	22	0.163	0.376	0	0.148459634	3
YLL041C	pre_Eukaryota	0.0457	6	0.229	0.422	0	0.163469775	5
YLL042C	SCER_S28	0.2268	2	0.117	0.377	0	0.08984958	2
YLL043W	pre_Eukaryota	0.0341	17	0.143	0.423	0	0.034978103	3
YLL045C	N/A	0.0838666666667	129	0.849	0.453	0	0.072289427	5
YLL046C	SCER_S28	0.24915	0	0.117	0.335	0	0.02413701	4
YLL049W	SCER_S28	0.332366666667	10	0.133	0.378	0	0.146561563	1
YLL050C	Eukaryota	0.027	31	0.543	0.401	1	0.100061692	3
YLL051C	Eukaryota	0.140866666667	2	0.108	0.395	0	0.138031876	4
YLL054C	Fungi	0.1444	4	0.134	0.356	0	0.101296631	3
YLL055W	N/A	0.04275	1	0.149	0.387	0	0.018303758	4
YLL056C	N/A	0.162	2	0.158	0.43	0	0.030099012	2
YLL057C	Fungi	0.0680666666667	4	0.166	0.42	0	0.040570586	4
YLL058W	N/A	0.137766666667	0	0.111	0.421	0	0.041232463	4
YLL060C	pre_Eukaryota	0.0851	13	0.088	0.464	0	0.024736571	2
YLL061W	N/A	0.0544	17	0.129	0.428	0	0.008002651	3
YLL062C	pre_Eukaryota	0.2159	4	0.141	0.404	0	0.011985967	4
YLL063C	N/A	0.22795	2	0.122	0.42	0	0.019199909	1
YLR001C	Eukaryota	0.13615	3	0.121	0.369	0	0.031263946	4
YLR002C	Eukaryota	0.0832	59	0.17	0.378	1	0.099754741	4
YLR003C	Eukaryota	0.186133333333	16	0.151	0.34	0	0.027130141	4
YLR004C	N/A	0.0481	7	0.231	0.402	0	0.032898346	5
YLR005W	Eukaryota	0.0237	17	0.145	0.409	1	0.093495546	4
YLR006C	pre_Eukaryota	0.12465	15	0.118	0.414	0	0.206927595	4
YLR007W	SCER_S28	0.1592	5	0.106	0.416	1	0.0508756	4
YLR008C	Eukaryota	0.0612333333333	14	0.16	0.387	1	0.087733766	6
YLR009W	pre_Eukaryota	0.0266	51	0.384	0.385	1	0.091485459	6
YLR010C	SCER_S28	0.348233333333	2	0.141	0.358	1	0.08966564	2
YLR011W	pre_Eukaryota	0.211	5	0.071	0.424	0	0.042721719	3
YLR012C	SCER_S28	0.1448	0	0.216	0.367	0	0.02599277	4
YLR013W	N/A	0.204733333333	1	0.124	0.4	0	0.037959272	4
YLR014C	Fungi	0.0926	4	0.115	0.386	0	0.01706791	4
YLR015W	Eukaryota	0.1112	17	0.132	0.398	0	0.006499897	4
YLR016C	pre_Eukaryota	0.139766666667	10	0.121	0.426	0	0.047314172	3
YLR017W	pre_Eukaryota	0.0252333333333	7	0.185	0.426	0	0.032354281	6
YLR018C	N/A	0.245	31	0.092	0.439	0	0.062405298	4
YLR019W	Eukaryota	0.094	18	0.152	0.431	0	0.043852518	3
YLR020C	N/A	0.0586	2	0.136	0.383	0	0.030933836	4
YLR021W	SCER_S28	0.1919	9	0.134	0.399	0	0.227915164	4
YLR022C	N/A	0.0471	22	0.137	0.377	1	0.100858411	4
YLR023C	N/A	0.08315	1	0.158	0.392	0	0.307445477	4
YLR024C	Eukaryota	0.0753	10	0.128	0.355	0	0.069577112	3
YLR025W	Eukaryota	0.0933	19	0.114	0.401	0	0.161051521	4
YLR026C	Eukaryota	0.07385	68	0.145	0.397	1	0.076621841	4
YLR027C	pre_Eukaryota	0.0323	19	0.232	0.46	0	0.218031561	4
YLR028C	pre_Eukaryota	0.0187666666667	17	0.173	0.432	0	0.12349241	6
YLR029C	N/A	0.0651	102	0.783	0.435	1	0.035246604	4
YLR030W	SCER_S28	0.401733333333	6	0.129	0.411	0	0.040325117	1
YLR032W	pre_Eukaryota	0.0558	14	0.14	0.38	0	0.039988566	3
YLR033W	SCER_S28	0.079	32	0.142	0.349	1	0.129245216	4
YLR034C	pre_Eukaryota	0.0278666666667	13	0.211	0.388	0	0.059574818	4
YLR035C	pre_Eukaryota	0.199733333333	8	0.125	0.384	0	0.024684455	4
YLR036C	SCER_S28	0.7165	2	0.128	0.34	0	0.030918166	1
YLR038C	Eukaryota	0.01845	2	0.349	0.406	0	0.325460196	4
YLR039C	SCER_S28	0.123066666667	12	0.144	0.346	0	0.062510045	4
YLR040C	SCER_S28	0.257733333333	1	0.154	0.427	0	0.025358512	4
YLR042C	SCER_S28	0.2687	1	0.139	0.398	0	0.023488159	4
YLR043C	N/A	0.0282333333333	17	0.492	0.417	0	0.043283195	4
YLR044C	pre_Eukaryota	0.09365	35	0.904	0.455	0	0.009156395	6
YLR045C	Eukaryota	0.0924	23	0.128	0.396	1	0.164055722	3
YLR046C	Fungi	0.32835	2	0.102	0.38	0	0.047598247	3
YLR047C	N/A	0.0719666666667	2	0.134	0.385	0	0.01790983	4
YLR048W	N/A	0.1943	28	0.733	0.442	0	0.13645003	4
YLR049C	SCER_S28	0.107633333333	2	0.144	0.359	0	0.009163059	4
YLR050C	Eukaryota	0.1397	2	0.18	0.41	0	0.032311397	4
YLR051C	pre_Eukaryota	0.08875	5	0.184	0.381	1	0.065391941	4
YLR052W	SCER_S28	0.0851333333333	27	0.149	0.396	0	0.136032891	4
YLR053C	SCER_S28	0.443866666667	1	0.122	0.37	0	0.02971133	1
YLR054C	SCER_S28	0.08065	1	0.134	0.384	0	0.093913718	4
YLR055C	Fungi	0.074	35	0.124	0.477	0	0.261064294	4
YLR056W	pre_Eukaryota	0.0605	20	0.249	0.431	0	0.095120287	4
YLR057W	N/A	0.17205	1	0.138	0.38	0	0.016009027	4
YLR058C	pre_Eukaryota	0.0304	21	0.589	0.428	0	0.163520852	5
YLR059C	Eukaryota	0.0408666666667	10	0.144	0.483	0	0.047824303	4
YLR060W	pre_Eukaryota	0.0368	12	0.325	0.415	1	0.082369413	6
YLR063W	SCER_S28	0.07935	0	0.125	0.381	0	0.021309882	3
YLR064W	Eukaryota	0.07705	6	0.105	0.364	0	0.021223062	2
YLR065C	SCER_S28	0.102066666667	1	0.118	0.385	0	0.105107764	3
YLR066W	Eukaryota	0.1021	5	0.147	0.348	1	0.065437571	2
YLR067C	Eukaryota	0.0996	15	0.118	0.357	0	0.40965728	3
YLR068W	SCER_S28	0.0729333333333	1	0.196	0.377	0	0.106478153	3
YLR069C	N/A	0.013	5	0.2	0.402	0	0.495373278	4
YLR070C	pre_Eukaryota	0.0942	2	0.105	0.446	0	0.041374157	1
YLR071C	Eukaryota	0.07545	46	0.135	0.367	1	0.070725514	3
YLR072W	Eukaryota	0.11515	11	0.116	0.432	0	0.140235602	3
YLR073C	N/A	0.142	4	0.104	0.428	0	0.06883028	3
YLR074C	Eukaryota	0.1053	69	0.133	0.48	0	0.39001044	4
YLR075W	pre_Eukaryota	0.1178	120	0.827	0.443	1	0.080001414	4
YLR077W	Eukaryota	0.12675	2	0.133	0.413	0	0.067423741	3
YLR078C	Eukaryota	0.0659	24	0.168	0.391	1	0.071257209	4
YLR079W	SCER_S28	0.1461	39	0.104	0.432	0	0.22554958	4
YLR080W	Eukaryota	0.1127	8	0.111	0.387	0	0.289056039	2
YLR081W	pre_Eukaryota	0.0531	2	0.245	0.422	0	0.030232549	6
YLR082C	SCER_S28	0.1223	9	0.13	0.366	0	0.024429908	2
YLR083C	Eukaryota	0.08855	26	0.189	0.379	0	0.218113111	5
